GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS654468280	2018-09-05 15:25:16	23051	species	Purple Martin	Progne subis			20				Brazil	BR	Amazonas	BR-AM							Anavilhanas Archipelago- Central Islands	L7858046	P	-2.6873000	-60.7222000	2018-08-16	05:30:00	obsr17020	S48312918	Traveling	P22	EBIRD	210	10.000		10	1	G3440504	0	1	0		In dugout boats motoring and paddling through canals and submerged forests in central part of the archipelago	early migrants, probably just arriving and likely flying onward	
URN:CornellLabOfOrnithology:EBIRD:OBS657418795	2019-08-14 16:52:46	23051	species	Purple Martin	Progne subis			300				Brazil	BR	Amazonas	BR-AM							PN Jaú	L5286218	H	-1.8185870	-61.4983320	2018-09-11	13:07:00	obsr232297	S48527009	Traveling	P22	EBIRD	291	5.763		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS661442479	2018-09-29 11:36:33	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Amazonas	BR-AM							(-1.9071,-61.4210)	L7969942	P	-1.9071170	-61.4210390	2018-09-24	05:50:00	obsr213018	S48814839	Traveling	P22	EBIRD	133	16.093		12	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS657424601	2018-12-19 13:12:27	23051	species	Purple Martin	Progne subis			3				Brazil	BR	Amazonas	BR-AM							Novo Airão--Arquipélago de Anavilhanas	L2238269	H	-2.6397012	-60.8785915	2018-09-08	06:41:00	obsr232297	S48527431	Traveling	P22	EBIRD	281	4.183		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS657423826	2019-01-11 08:01:21	23051	species	Purple Martin	Progne subis			60				Brazil	BR	Amazonas	BR-AM							PN Jaú	L5286218	H	-1.8185870	-61.4983320	2018-09-09	06:19:00	obsr232297	S48527376	Traveling	P22	EBIRD	14	0.809		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS657424297	2018-12-19 13:12:27	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amazonas	BR-AM							Novo Airão--Arquipélago de Anavilhanas	L2238269	H	-2.6397012	-60.8785915	2018-09-08	16:27:00	obsr232297	S48527411	Traveling	P22	EBIRD	41	0.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS684228641	2018-12-09 10:28:16	23051	species	Purple Martin	Progne subis			20				Brazil	BR	Amazonas	BR-AM							Unnamed Road, Amazonas, BR (-3,23, -58,997)	L8233035	P	-3.2302273	-58.9974256	2018-12-07	13:30:00	obsr403476	S50541042	Stationary	P21	EBIRD	15			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS684225613	2018-12-09 10:20:39	23051	species	Purple Martin	Progne subis			6				Brazil	BR	Amazonas	BR-AM							Amazonas, BR (-3,251, -59,006)	L7497449	P	-3.2506986	-59.0060891	2018-12-05	16:20:00	obsr403476	S50540807	Traveling	P22	EBIRD	90	4.828		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS702953617	2019-01-29 15:26:49	23051	species	Purple Martin	Progne subis			7				Brazil	BR	Amazonas	BR-AM							Rio Cuieiras--Lago Jarada	L8510034	H	-2.6963713	-60.3526655	2019-01-24	07:38:00	obsr648310	S52053888	Traveling	P22	EBIRD	120	7.350		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS698850427	2019-01-15 20:01:28	23051	species	Purple Martin	Progne subis			300	F 	C1		Brazil	BR	Amazonas	BR-AM							Iranduba--AM-070	L8436701	P	-3.1769521	-60.1134103	2019-01-15	18:00:00	obsr648310	S51716734	Stationary	P21	EBIRD	13			3	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS702955534	2019-08-22 11:14:19	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amazonas	BR-AM							Ariaú Amazon Towers Hotel	L1526746	H	-3.0908936	-60.4405117	2019-01-25	08:05:00	obsr648310	S52054031	Traveling	P22	EBIRD	106	6.440		10	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS703804535	2019-05-23 21:18:54	23051	species	Purple Martin	Progne subis			40				Brazil	BR	Amazonas	BR-AM							Aturiá	L8510145	H	-2.0018684	-61.1478995	2019-01-21	08:30:00	obsr648310	S52122407	Traveling	P22	EBIRD	40	1.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS702952294	2019-01-27 21:55:51	23051	species	Purple Martin	Progne subis			50				Brazil	BR	Amazonas	BR-AM							Rio Cuieiras--Comunidade Nova Esperança	L8510023	H	-2.7470972	-60.4302874	2019-01-23	15:36:00	obsr648310	S52053765	Traveling	P22	EBIRD	13	0.180		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS720634583	2019-03-16 20:58:48	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amazonas	BR-AM							Ilha da Marchantaria	L951965	H	-3.2529507	-59.9606323	2019-03-06	06:30:00	obsr648310	S53524641	Traveling	P22	EBIRD	291	12.410		10	1	G3922226	0	1	0		Na companhia de Mario Cohn-Haft, Anselmo d'Affonseca, Luiz Fernando Carvalho, Jessica Oliveira, Anaís Prestes, Maristele Santos e Else Schlerman.----Foram observados Sotalia fluviatilis, próximo ao encontro das águas. Duas Iguana iguana.		
URN:CornellLabOfOrnithology:EBIRD:OBS728742308	2019-06-27 15:11:47	23051	species	Purple Martin	Progne subis			8				Brazil	BR	Amazonas	BR-AM							(-3.2370,-59.9994) Solimoes River	L8876937	P	-3.2369610	-59.9993640	2019-03-05	06:01:00	obsr246448	S54181349	Traveling	P22	EBIRD	120	2.414		20	1	G3976324	0	1	0		Solimões River, State of Amazonas. Paracuuba channel, Xiboreninha. Saw Tamandua swimming		
URN:CornellLabOfOrnithology:EBIRD:OBS748117762	2019-06-27 15:29:28	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Amazonas	BR-AM							(-3.3665,-60.1918) Anrá	L8877087	P	-3.3665120	-60.1918130	2019-03-05	14:18:00	obsr109041	S55618118	Traveling	P22	EBIRD	190	2.414		20	1	G3976337	0	1	0		In canoes from the mother ship Dorinha		
URN:CornellLabOfOrnithology:EBIRD:OBS726259096	2019-03-24 15:26:02	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amazonas	BR-AM							(-3.3705,-60.1647) Mamori in Janauacá Lake	L8877144	P	-3.3705000	-60.1646520	2019-03-06	06:14:00	obsr204089	S53987641	Traveling	P22	EBIRD	125	8.047		20	1	G3976340	0	1	0		In motorized canoe. Distance from furthest point out back to the boat. 3 boats of people. 		
URN:CornellLabOfOrnithology:EBIRD:OBS728396329	2019-03-30 23:24:35	23051	species	Purple Martin	Progne subis			4				Brazil	BR	Amazonas	BR-AM							Presidente Figueiredo--área geral	L952025	H	-2.0528024	-60.0255203	2019-03-22	15:00:00	obsr850745	S54156729	Traveling	P22	EBIRD	180	3.000		2	1	G3975354	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS731998228	2019-03-31 20:12:36	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amazonas	BR-AM							Presidente Figueiredo--área geral	L952025	H	-2.0528024	-60.0255203	2019-03-30	16:00:00	obsr745634	S54429710	Traveling	P22	EBIRD	120	2.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS748117900	2019-06-27 15:11:46	23051	species	Purple Martin	Progne subis			8				Brazil	BR	Amazonas	BR-AM							(-3.2370,-59.9994) Solimoes River	L8876937	P	-3.2369610	-59.9993640	2019-03-05	06:01:00	obsr109041	S55618129	Traveling	P22	EBIRD	120	2.414		20	1	G3976324	0	1	0		Solimões River, State of Amazonas. Paracuuba channel, Xiboreninha. Saw Tamandua swimming		
URN:CornellLabOfOrnithology:EBIRD:OBS720643096	2019-03-16 20:58:48	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amazonas	BR-AM							Ilha da Marchantaria	L951965	H	-3.2529507	-59.9606323	2019-03-06	06:30:00	obsr624426	S53525186	Traveling	P22	EBIRD	291	12.410		10	1	G3922226	0	1	0		Na companhia de Mario Cohn-Haft, Anselmo d'Affonseca, Luiz Fernando Carvalho, Jessica Oliveira, Anaís Prestes, Maristele Santos e Else Schlerman.----Foram observados Sotalia fluviatilis, próximo ao encontro das águas. Duas Iguana iguana.		
URN:CornellLabOfOrnithology:EBIRD:OBS726255243	2019-06-27 15:16:45	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amazonas	BR-AM							(-3.3389,-60.1631)	L8877100	P	-3.3388570	-60.1631280	2019-03-05	11:10:00	obsr204089	S53987353	Traveling	P22	EBIRD	43	5.724		20	1	G3976333	0	1	0		during this time we had the large Cattleya orchid		
URN:CornellLabOfOrnithology:EBIRD:OBS748117647	2019-04-30 22:23:26	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amazonas	BR-AM							(-3.3705,-60.1647) Mamori in Janauacá Lake	L8877144	P	-3.3705000	-60.1646520	2019-03-06	06:14:00	obsr109041	S55618112	Traveling	P22	EBIRD	125	8.047		20	1	G3976340	0	1	0		In motorized canoe. Distance from furthest point out back to the boat. 3 boats of people. 		
URN:CornellLabOfOrnithology:EBIRD:OBS748118232	2019-06-27 15:16:45	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amazonas	BR-AM							(-3.3389,-60.1631)	L8877100	P	-3.3388570	-60.1631280	2019-03-05	11:10:00	obsr109041	S55618152	Traveling	P22	EBIRD	43	5.724		20	1	G3976333	0	1	0		during this time we had the large Cattleya orchid		
URN:CornellLabOfOrnithology:EBIRD:OBS728742982	2019-06-27 15:29:28	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Amazonas	BR-AM							(-3.3665,-60.1918) Anrá	L8877087	P	-3.3665120	-60.1918130	2019-03-05	14:18:00	obsr246448	S54181405	Traveling	P22	EBIRD	190	2.414		20	1	G3976337	0	1	0		In canoes from the mother ship Dorinha		
URN:CornellLabOfOrnithology:EBIRD:OBS723084023	2019-05-23 21:20:10	23051	species	Purple Martin	Progne subis			30				Brazil	BR	Amazonas	BR-AM							AM-070--Entre Iranduba e Paricatuba	L8834007	H	-3.1537248	-60.2425316	2019-03-09	17:25:00	obsr648310	S53711220	Incidental	P20	EBIRD				3	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS728797548	2019-03-24 16:48:22	23051	species	Purple Martin	Progne subis			10				Brazil	BR	Amazonas	BR-AM							Iranduba--Estrada do Caldeirão	L8321869	H	-3.2564972	-60.2241755	2019-03-24	06:30:00	obsr621474	S54185605	Incidental	P20	EBIRD				2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS731987903	2019-03-31 19:48:05	23051	species	Purple Martin	Progne subis			3				Brazil	BR	Amazonas	BR-AM							Presidente Figueiredo--Parque Municipal Cachoeira das Orquídeas	L3064560	H	-2.0469911	-60.0061215	2019-03-29	07:00:00	obsr745634	S54428875	Traveling	P22	EBIRD	240	2.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS726241277	2019-06-27 15:11:47	23051	species	Purple Martin	Progne subis			8				Brazil	BR	Amazonas	BR-AM							(-3.2370,-59.9994) Solimoes River	L8876937	P	-3.2369610	-59.9993640	2019-03-05	06:01:00	obsr204089	S53986321	Traveling	P22	EBIRD	120	2.414		20	1	G3976324	0	1	0		Solimões River, State of Amazonas. Paracuuba channel, Xiboreninha. Saw Tamandua swimming		
URN:CornellLabOfOrnithology:EBIRD:OBS718351035	2019-03-16 17:18:40	23051	species	Purple Martin	Progne subis			4				Brazil	BR	Amazonas	BR-AM							Manaus--MUSA / Jardim Botânico Adolpho Ducke (and Tower)	L2597862	H	-3.0074129	-59.9398184	2019-03-04	05:57:00	obsr624426	S53382344	Traveling	P22	EBIRD	183	2.370		2	1	G3916246	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS718364388	2019-03-16 17:18:40	23051	species	Purple Martin	Progne subis			4				Brazil	BR	Amazonas	BR-AM							Manaus--MUSA / Jardim Botânico Adolpho Ducke (and Tower)	L2597862	H	-3.0074129	-59.9398184	2019-03-04	05:57:00	obsr648310	S53383458	Traveling	P22	EBIRD	183	2.370		2	1	G3916246	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS728742629	2019-06-27 15:16:45	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amazonas	BR-AM							(-3.3389,-60.1631)	L8877100	P	-3.3388570	-60.1631280	2019-03-05	11:10:00	obsr246448	S54181377	Traveling	P22	EBIRD	43	5.724		20	1	G3976333	0	1	0		during this time we had the large Cattleya orchid		
URN:CornellLabOfOrnithology:EBIRD:OBS728614249	2019-03-30 23:24:35	23051	species	Purple Martin	Progne subis			4				Brazil	BR	Amazonas	BR-AM							Presidente Figueiredo--área geral	L952025	H	-2.0528024	-60.0255203	2019-03-22	15:00:00	obsr745634	S54172307	Traveling	P22	EBIRD	180	3.000		2	1	G3975354	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS728743636	2019-03-24 15:26:02	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amazonas	BR-AM							(-3.3705,-60.1647) Mamori in Janauacá Lake	L8877144	P	-3.3705000	-60.1646520	2019-03-06	06:14:00	obsr246448	S54181458	Traveling	P22	EBIRD	125	8.047		20	1	G3976340	0	1	0		In motorized canoe. Distance from furthest point out back to the boat. 3 boats of people. 		
URN:CornellLabOfOrnithology:EBIRD:OBS726254306	2019-06-27 15:29:28	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Amazonas	BR-AM							(-3.3665,-60.1918) Anrá	L8877087	P	-3.3665120	-60.1918130	2019-03-05	14:18:00	obsr204089	S53987290	Traveling	P22	EBIRD	190	2.414		20	1	G3976337	0	1	0		In canoes from the mother ship Dorinha		
URN:CornellLabOfOrnithology:EBIRD:OBS732576254	2019-04-02 07:06:57	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amazonas	BR-AM							Presidente Figueiredo--área geral	L952025	H	-2.0528024	-60.0255203	2019-04-01	16:00:00	obsr850745	S54473551	Traveling	P22	EBIRD	120	2.000		2	1	G4004404	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS738813853	2019-04-27 16:49:01	23051	species	Purple Martin	Progne subis			4				Brazil	BR	Amazonas	BR-AM							Manaus--Praia da Ponta Negra	L9048100	H	-3.0678650	-60.0964970	2019-04-14	17:00:00	obsr530424	S54964152	Traveling	P22	EBIRD	69	0.920		2	1	G4045477	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS734404808	2019-04-06 18:40:09	23051	species	Purple Martin	Progne subis			13				Brazil	BR	Amazonas	BR-AM							Furo Comprido Tour. State of Amazonas, BR (-3.195, -60.04)	L8988160	P	-3.1950720	-60.0395203	2019-04-06	10:31:00	obsr1076833	S54625410	Traveling	P22	EBIRD	59	2.157		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS737695667	2019-04-19 14:01:11	23051	species	Purple Martin	Progne subis			96				Brazil	BR	Amazonas	BR-AM							(-3,1635,-60,4290)	L9030846	P	-3.1635350	-60.4290380	2019-04-12	11:21:00	obsr530424	S54886831	Stationary	P21	EBIRD	2			3	1	G4037748	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS737695669	2019-04-19 14:01:11	23051	species	Purple Martin	Progne subis			96				Brazil	BR	Amazonas	BR-AM							(-3,1635,-60,4290)	L9030846	P	-3.1635350	-60.4290380	2019-04-12	11:21:00	obsr692284	S54886832	Stationary	P21	EBIRD	2			3	1	G4037748	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS738536371	2019-04-19 14:49:05	23051	species	Purple Martin	Progne subis			3				Brazil	BR	Amazonas	BR-AM							Manaus--MUSA / Jardim Botânico Adolpho Ducke (and Tower)	L2597862	H	-3.0074129	-59.9398184	2019-04-14	06:00:00	obsr692284	S54944716	Stationary	P21	EBIRD	230			5	1	G4043479	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS732909467	2019-04-02 21:02:51	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amazonas	BR-AM							Presidente Figueiredo--área geral	L952025	H	-2.0528024	-60.0255203	2019-04-01	16:00:00	obsr850745	S54501048	Traveling	P22	EBIRD	150	3.000		2	1	G4006369	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS738813888	2019-04-27 16:49:01	23051	species	Purple Martin	Progne subis			4				Brazil	BR	Amazonas	BR-AM							Manaus--Praia da Ponta Negra	L9048100	H	-3.0678650	-60.0964970	2019-04-14	17:00:00	obsr692284	S54964154	Traveling	P22	EBIRD	69	0.920		2	1	G4045477	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS732488690	2019-04-02 07:06:57	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amazonas	BR-AM							Presidente Figueiredo--área geral	L952025	H	-2.0528024	-60.0255203	2019-04-01	16:00:00	obsr745634	S54467422	Traveling	P22	EBIRD	120	2.000		2	1	G4004404	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS738536273	2019-04-19 15:10:09	23051	species	Purple Martin	Progne subis			3				Brazil	BR	Amazonas	BR-AM							Manaus--MUSA / Jardim Botânico Adolpho Ducke (and Tower)	L2597862	H	-3.0074129	-59.9398184	2019-04-14	06:00:00	obsr530424	S54944712	Stationary	P21	EBIRD	230			5	1	G4043479	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS732912377	2019-04-02 21:02:51	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amazonas	BR-AM							Presidente Figueiredo--área geral	L952025	H	-2.0528024	-60.0255203	2019-04-01	16:00:00	obsr745634	S54501271	Traveling	P22	EBIRD	150	3.000		2	1	G4006369	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS812613544	2019-10-04 10:48:04	23051	species	Purple Martin	Progne subis			14				Brazil	BR	Amazonas	BR-AM							Tucuna Umariaku	L9989128	P	-4.2720888	-69.9305058	2019-09-24	06:00:00	obsr277459	S60337179	Traveling	P22	EBIRD	950	6.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS810270300	2019-09-27 18:45:05	23051	species	Purple Martin	Progne subis			45				Brazil	BR	Amazonas	BR-AM							PN Jau entrance	L9960463	P	-1.9071100	-61.4188500	2019-09-23	06:26:00	obsr145103	S60161066	Traveling	P22	EBIRD	29	1.402		11	1	G4540630	0	1	0		Mostly cloudy, calm, and warm. 		
URN:CornellLabOfOrnithology:EBIRD:OBS810269316	2019-09-27 18:42:22	23051	species	Purple Martin	Progne subis			45				Brazil	BR	Amazonas	BR-AM							(-1.9530,-61.4469)	L9960487	P	-1.9529810	-61.4468760	2019-09-26	06:19:00	obsr145103	S60160998	Traveling	P22	EBIRD	146	4.184		11	1	G4540622	0	1	0		Overcast, calm, and warm. 		
URN:CornellLabOfOrnithology:EBIRD:OBS810860121	2019-09-29 08:50:15	23051	species	Purple Martin	Progne subis			45				Brazil	BR	Amazonas	BR-AM							PN Jau entrance	L9960463	P	-1.9071100	-61.4188500	2019-09-23	06:26:00	obsr334408	S60203303	Traveling	P22	EBIRD	29	1.402		11	1	G4540630	0	1	0		Mostly cloudy, calm, and warm. 		
URN:CornellLabOfOrnithology:EBIRD:OBS810855664	2019-09-29 08:36:49	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amazonas	BR-AM							PN Jaú	L5286218	H	-1.8185870	-61.4983320	2019-09-23	05:40:00	obsr278964	S60203011	Traveling	P22	EBIRD	88	0.805		11	1		0	1	0		Near mouth of Jau River		
URN:CornellLabOfOrnithology:EBIRD:OBS811084318	2019-09-29 17:38:39	23051	species	Purple Martin	Progne subis			45				Brazil	BR	Amazonas	BR-AM							PN Jau entrance	L9960463	P	-1.9071100	-61.4188500	2019-09-23	06:26:00	obsr531716	S60218670	Traveling	P22	EBIRD	29	1.402		11	1	G4540630	0	1	0		Mostly cloudy, calm, and warm. 		
URN:CornellLabOfOrnithology:EBIRD:OBS811085358	2019-09-29 17:40:32	23051	species	Purple Martin	Progne subis			45				Brazil	BR	Amazonas	BR-AM							(-1.9530,-61.4469)	L9960487	P	-1.9529810	-61.4468760	2019-09-26	06:19:00	obsr531716	S60218734	Traveling	P22	EBIRD	146	4.184		11	1	G4540622	0	1	0		Overcast, calm, and warm. 		
URN:CornellLabOfOrnithology:EBIRD:OBS810859727	2019-09-29 08:49:59	23051	species	Purple Martin	Progne subis			45				Brazil	BR	Amazonas	BR-AM							(-1.9530,-61.4469)	L9960487	P	-1.9529810	-61.4468760	2019-09-26	06:19:00	obsr334408	S60203289	Traveling	P22	EBIRD	146	4.184		11	1	G4540622	0	1	0		Overcast, calm, and warm. 		
URN:CornellLabOfOrnithology:EBIRD:OBS811746252	2019-10-01 15:17:37	23051	species	Purple Martin	Progne subis			40				Brazil	BR	Amazonas	BR-AM							Reserva Natural Palmarí	L3018622	H	-4.2889000	-70.2948000	2019-09-30	05:35:00	obsr980476	S60266661	Traveling	P22	EBIRD	61	3.000		2	1	G4550906	0	1	0		Camp plus boat to next bend		
URN:CornellLabOfOrnithology:EBIRD:OBS809942018	2019-09-27 18:36:59	23051	species	Purple Martin	Progne subis			45				Brazil	BR	Amazonas	BR-AM							(-1.9530,-61.4469)	L9960487	P	-1.9529810	-61.4468760	2019-09-26	06:19:00	obsr425850	S60136915	Traveling	P22	EBIRD	146	4.184		11	1	G4540622	0	1	0		Overcast, calm, and warm. 		
URN:CornellLabOfOrnithology:EBIRD:OBS811746230	2019-10-01 15:17:37	23051	species	Purple Martin	Progne subis			40				Brazil	BR	Amazonas	BR-AM							Reserva Natural Palmarí	L3018622	H	-4.2889000	-70.2948000	2019-09-30	05:35:00	obsr866130	S60266660	Traveling	P22	EBIRD	61	3.000		2	1	G4550906	0	1	0		Camp plus boat to next bend		
URN:CornellLabOfOrnithology:EBIRD:OBS809937687	2019-09-27 18:38:26	23051	species	Purple Martin	Progne subis			45				Brazil	BR	Amazonas	BR-AM							PN Jau entrance	L9960463	P	-1.9071100	-61.4188500	2019-09-23	06:26:00	obsr425850	S60136635	Traveling	P22	EBIRD	29	1.402		11	1	G4540630	0	1	0		Mostly cloudy, calm, and warm. 		
URN:CornellLabOfOrnithology:EBIRD:OBS366045122	2019-08-19 11:49:41	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Amapá	BR-AP							Oiapoque	L4159510	P	3.8282598	-51.7933488	2015-09-01		obsr663142	S26905444	Historical	P62	EBIRD					1		0	1	0		Aves observadas na região durante o mês de setembro/2015.		
URN:CornellLabOfOrnithology:EBIRD:OBS559542022	2018-01-08 13:31:21	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Amapá	BR-AP							south of Rio Mazacao intersection with Amazon, Amapá, BR (-0.28, -51.34)	L6596935	P	-0.2796760	-51.3395125	2017-12-23	10:47:00	obsr3634	S41263821	Traveling	P22	EBIRD	26	11.941		1	1		0	1	0		seen from Viking Sea on the Amazon		
URN:CornellLabOfOrnithology:EBIRD:OBS656899134	2018-09-13 19:24:57	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Amapá	BR-AP							Mazagão	L5572041	P	-0.1304130	-51.2941610	2018-09-13	07:00:00	obsr663142	S48481155	Historical	P62	EBIRD	180			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS749402025	2019-05-03 05:26:16	23051	species	Purple Martin	Progne subis			30				Brazil	BR	Amapá	BR-AP							Mazagão--várzea e campos alagados	L6425123	H	-0.1364921	-51.3209045	2018-12-30	07:00:00	obsr1127182	S55703204	Traveling	P22	EBIRD	290	20.000		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS716821321	2019-03-01 06:24:44	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Bahia	BR-BA							Porto Seguro	L1178905	H	-16.4360852	-39.0673828	1985-02-16	05:34:00	obsr440131	S53242585	Historical	P62	EBIRD_BRA				1	1		0	1	0		Em camping, centro histórico e arredores da cidade	Cidade histórica	
URN:CornellLabOfOrnithology:EBIRD:OBS340750607	2018-08-06 10:25:57	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Bahia	BR-BA							Lençois -- rio São José	L2467332	H	-12.5426053	-41.3779449	2001-02-11		obsr352910	S24919660	Historical	P62	EBIRD				12	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS428801831	2016-09-10 04:00:19	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Bahia	BR-BA							Parque Estadual da Serra do Conduru	L3954685	H	-14.4922220	-39.1358330	2004-06-07		obsr214436	S31504476	Historical	P62	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS338759585	2018-08-16 09:02:38	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Bahia	BR-BA							Belmonte - rio Jequitinhonha	L3872940	P	-15.8237706	-39.0532637	2007-02-16	06:10:00	obsr501289	S24782014	Historical	P62	EBIRD	320			3	1		0	1	0		Com Cassiano Gatto e Fábio Falcão, inventário de biodiversidade. Cabrucas entre Belmonte e Barrolãndia, extensas e com muitas espécies exóticas (jaqueiras, Erythrina, etc) e também densos agrupamentos de bambu exótico	LIFER - grande adensamento, junto com P. chalybea - FOTO	
URN:CornellLabOfOrnithology:EBIRD:OBS343894392	2018-08-07 14:23:06	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Bahia	BR-BA							Belmonte - Pantanal do Jequitinhonha	L3923228	P	-15.9689732	-39.0168715	2007-02-17	06:50:00	obsr501289	S25141635	Historical	P62	EBIRD	570			3	1		0	1	0		Com Cassiano Gatto e Fábio Falcão, inventário de biodiversidade para o MMA. Área alagada (várzea), cordões de areia com vegetação semelhante ao cerrado. Área do Outeiro - com matas de restinga e muçununga		
URN:CornellLabOfOrnithology:EBIRD:OBS432253673	2018-03-08 09:35:17	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Bahia	BR-BA							Estação Biológica de Canudos (Lear's Macaw reserve)	L3503584	H	-9.9440810	-39.0204763	2009-03-13	06:00:00	obsr137776	S31760399	Historical	P62	EBIRD_CAN	240	35.000		3	1	G1970186	0	1	0		Birding Tour with Paulo Boute. Driving towards Estancia.		
URN:CornellLabOfOrnithology:EBIRD:OBS231786788	2019-08-09 13:21:53	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Bahia	BR-BA							Brazil: Boa Nova Wet forest	L2595816	P	-14.4131600	-40.1354300	2014-01-17	06:00:00	obsr114446	S16729810	Traveling	P22	EBIRD	600	1.996		3	1	G790487	0	1	0		<br />Submitted from BirdLog SA for iOS, version 1.7.1		
